id,short_description,participant_lanes,coord_primitive,temporal_operator,temporal_predicate,derived_tier,hairy,checker_kinds,checker_paths,satisfy_refs,full_description
INV-COST-3,SpendReader never-false-zero (SPEND-3),web,NONE,[]P,EmptyRange => EmptyRollupList,LINEAR_PROPERTY,False,PROPERTY,web/test_spend_reader_unit.py,web/spend_reader.py::SpendReader; web/_spend_types.py::SpendSource,"SpendReader never-false-zero (SPEND-3) — a spend read over an empty range returns an EMPTY list (rendered as SpendSource.NONE / 'no data'), NEVER a fabricated $0.00 row. SpendReader is the SOLE durable read seam (SPEND-1): it SUMs already-priced usd from Postgres and never computes a rate. A DB error degrades to [] (logged by the persistence _with_retry — not a silent catch, A.14), so the admin panel labels 'no data' rather than lying."
INV-COST-4,Debit-once (NEW-GAP-4) — convert_reservation_to_debit debits a job's reservation AT MOST ONCE across concurrent + redelivered deliveries.,web; worker,SQL_CAS,[]P,ConvertDeliveredNTimes => DebitedAtMostOnce,SAFETY_BFS,True,SIMWORLD,web/test_simworld/test_money_path_model_check.py,web/billing/ledger.py::convert_reservation_to_debit; web/jobtypes/enums.py::JobStatus,Debit-once (NEW-GAP-4) — convert_reservation_to_debit debits a job's reservation AT MOST ONCE across concurrent + redelivered deliveries. The fence is the clear_job_reservation SQL CAS (UPDATE jobs SET reserved_credits=0 ... WHERE id=%s AND reserved_credits>0 RETURNING ...): the FIRST convert clears the row and debits the group balance + writes ONE ledger row; every redelivered/concurrent convert finds reserved_credits already 0 (0 rows RETURNED) → debits NOTHING. Debit-once by job-id — the double-charge class an AT-LEAST-ONCE queue bridge introduces.
INV-COST-5,Cancel-once terminal-consistency (NEW-GAP-3),web; worker,SQL_CAS,[]P,CancelDeliveredNTimes => CancelSideEffectsFireAtMostOnce,SAFETY_BFS,True,SIMWORLD,web/test_simworld/test_p1_cancel_fail_model_check.py,web/lifecycle/job_lifecycle.py::JobLifecycle,Cancel-once terminal-consistency (NEW-GAP-3) — JobLifecycle.cancel CASes the terminal write on the status the caller READ (UPDATE jobs SET status='cancelled' ... WHERE id=%s AND status=%s). A concurrent/redelivered cancel that loses the race sees rows==0 → idempotent no-op (runs NO side effects). Exactly ONE caller fires the reservation-release + Redis/chunk purge; a CANCELLED row never carries a FAILED side-effect bundle (cancel-vs-fail consistency).
INV-COST-6,Credit-grant equalization,web,NONE,[]P,AnonGrantCredits == SignupFreeCredits,LINEAR_PROPERTY,False,PROPERTY,web/test_commercialization_disabled_new_account_has_credits.py,web/persistence/credit_constants.py::ANON_GRANT_CREDITS; web/persistence/credit_constants.py::SIGNUP_FREE_CREDITS; web/persistence/pricing.py::compute_price,"Credit-grant equalization — the anonymous per-cookie grant (ANON_GRANT_CREDITS) EQUALS the signed-up free-tier seed (SIGNUP_FREE_CREDITS), both $5-worth at CREDIT_PRICE_CENTS (no-commercialization-mode Q2). ANON_GRANT_CREDITS is COMPUTED (5*100 // CREDIT_PRICE_CENTS), not env-overridable, so it stays consistent with the customer-facing pricing surface; a price change moves both grants together. credit_constants is a DB-free leaf so the equalization is pure-math pin-testable."
INV-BIND-1,Binding env/brief-completeness,dispatch,NONE,[]P,BindingSourceReachesSentinel,LINEAR_PROPERTY,False,PROPERTY,tools/agents/test_binding_from_brief.py::test_binding_fires_from_brief_when_env_absent,tools/agents/sentinel_first_commit.py::run_sentinel,"Binding env/brief-completeness — every canonical dispatch supplies the dispatch-id to the sentinel (via ADA_TOOL_DISPATCH_ID env OR the brief-file dispatch-id: line), so update_harness_id fires. The §2.3 env-only drop is a violation."
INV-BIND-2,Binding liveness,dispatch,NONE,P~>Q,Registered ~> HarnessIdBound,LINEAR_PROPERTY,False,PROPERTY,tools/agents/test_binding_from_brief.py::test_binding_fires_from_brief_when_env_absent,tools/agents/agent_registry.py::update_harness_id,Binding liveness — every registered dispatch is eventually bound: its register event is followed by an update-harness-id for the same dispatch-id within the pre-sentinel window. Modeled single-lane (each agent's own ordered register→sentinel handoff) → LINEAR (§G-Q6).
INV-BIND-3,Binding uniqueness/no-mis-join,dispatch; dispatch-b,DISPATCH_PENDING_JOIN,[]P,NoDispatchHarnessMisJoin,SAFETY_BFS,True,SIMWORLD,web/test_simworld/test_invbind3_dispatch_mis_join.py::test_invbind3_brief_parse_never_mis_joins,tools/agents/_agent_identity.py::parse_dispatch_id_from_brief,"Binding uniqueness/no-mis-join — at most one harness_id is bound to a given dispatch_id, and it is the OWNING agent's, never a sibling's, under concurrent dispatch. The rejected Option-1 content-join would introduce the mis-join race."
INV-BIND-4,"Marker↔registry consistency — once bound, the active-agents marker key and the registry row's canonical key resolve to the SAME agent (J2/J5 no longer mis-key).",dispatch,NONE,[]P,MarkerRegistryKeyConsistent,LINEAR_PROPERTY,False,PROPERTY,tools/agents/test_binding_from_brief.py::test_env_dispatch_id_still_takes_precedence,tools/agents/agent_registry.py::reconcile_markers,"Marker↔registry consistency — once bound, the active-agents marker key and the registry row's canonical key resolve to the SAME agent (J2/J5 no longer mis-key). A single ordered reconcile once bound → LINEAR (§G-Q6 c)."
INV-WP-S8-CAUSAL,S8 fan-in measurement causality — for every job jobs.completer_claimed_at >= jobs.chunk_notified_at (S8 >= 0).,worker; job-completer,NONE,[]P,CompleterClaimAtLeastChunkNotify,LINEAR_PROPERTY,False,PROPERTY,tools/perf/test_warm_path_s8_measurement_invariants.py::test_causal_negative_s8_flagged_untrustworthy,tools/perf/warm_path_critical_path.py::_measurement_integrity,"S8 fan-in measurement causality — for every job jobs.completer_claimed_at >= jobs.chunk_notified_at (S8 >= 0). The two stamps are UNGUARDED cross-pod writes (the completer merge-claim is gated on the chunk COUNT, not on the chunk_notified_at stamp), so a NEGATIVE S8 is reachable and MUST be flagged by the reader's measurement-integrity gate, never averaged into a reported latency."
INV-WP-S8-LASTCHUNK,"S8 fan-in start stamp reflects the LAST chunk — jobs.chunk_notified_at holds the fan-in-complete instant, not a racing earlier chunk.",worker,NONE,[]P,ChunkNotifiedReflectsLastChunk,LINEAR_PROPERTY,False,PROPERTY,tools/perf/test_warm_path_s8_measurement_invariants.py::test_lastchunk_last_committer_writes_max_by_construction,web/worker.py::_notify_coordinator_and_check,"S8 fan-in start stamp reflects the LAST chunk — jobs.chunk_notified_at holds the fan-in-complete instant, not a racing earlier chunk. Race-free BY CONSTRUCTION: concurrent per-chunk stamps serialise on the parent ROW LOCK and SERVER_NOW binds now() (txn-start = the stamp UPDATE = the txn's first statement), so the last committer writes MAX(now()) = the last chunk. Depends on the stamp remaining a single-statement update_job with no preceding same-txn read (else now() pins early)."
INV-WP-S8-LIVENESS,S8 fan-in measurement completeness,worker; job-completer,NONE,P~>Q,Completed ~> BothStampsPresent,LINEAR_PROPERTY,False,PROPERTY,tools/perf/test_warm_path_s8_measurement_invariants.py::test_liveness_null_s8_on_completed_job_flagged,tools/perf/warm_path_critical_path.py::_measurement_integrity,"S8 fan-in measurement completeness — every job that reaches COMPLETED EVENTUALLY has BOTH jobs.chunk_notified_at and jobs.completer_claimed_at stamped; a terminal job missing either is a measurement GAP the reader flags (an unstamped completed job = a dark S8, never a silent zero)."
